Data_sheet,Measuring_Date,Body_of_water,Year,Fish_ID,Other_ID,Measured_by,Picture_direction,SL,Body_depth,AP_length,AP_length_corrected,AP_width,AP_width_corrected,AP_PA,Jaw_length,Plate_L_Combined,Plate_R_Combined,Plate_L_1,Plate_L_2,Plate_L_3,Plate_L_4,Plate_L_5,Plate_L_6,Plate_L_7,Plate_L_8,Plate_L_9,Plate_L_10,Plate_L_11,Plate_R_1,Plate_R_2,Plate_R_3,Plate_R_4,Plate_R_5,Plate_R_6,Plate_R_7,Plate_R_8,Plate_R_9,Plate_R_10,Plate_R_11,Plate_L_total,Plate_R_total,Plate_LR_total,PPL,PPW,PP_PA,Dorsal_1,Dorsal_1_PA,Dorsal_2,Dorsal_2_PA,Pelvic_spine,Pelvic_spine_PA,Sex,Dorsal_3,Dorsal_3_PA,Eye_diameter,Parasites ,Parasite_type,Juvenile,Eggs,Opened before picture,Comments,General_comments,Collection_comments
6,2025-01-07,Serendipity Lake,2014,HGZM0101,,ZM,L,48.40,10.80,2.33,NA,2.52,NA,N,2.93,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,N,2.75,Y,2.92,Y,NA,N,M,1.06,Y,4.62,N,,,,N,,,
6,2025-01-07,Serendipity Lake,2014,HGZM0114,,ZM,L,60.50,11.83,5.81,5.81,1.44,1.44,Y,4.16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,N,3.34,Y,3.89,Y,NA,N,F,1.52,Y,5.45,N,,,1,Y,AP standard shape,,
6,2025-01-08,Mayer Lake,1982,HGZM0124,,ZM,L,66.00,13.85,10.01,10.01,1.57,1.57,Y,3.78,34567,23456,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5,5,10,11.61,4.18,Y,7.06,Y,8.81,Y,11.28,Y,F,2.69,Y,5.57,N,,,2,N,,Many fish have one lateral plate removed on each side (commmonly position 7),
6,2025-01-08,Mayer Lake,1982,HGZM0129,,ZM,L,52.73,11.93,6.96,6.96,2.35,2.35,Y,2.88,45678,4567,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,4,9,9.07,3.63,Y,5.17,Y,6.47,Y,8.91,Y,F,2.01,Y,4.77,N,,,2,N,,,
6,2025-01-08,Mayer Lake,1982,HGZM0145,57809,ZM,L,57.39,14.17,8.72,8.72,2.89,2.89,Y,3.85,4567,34567,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,4,5,9,10.28,3.72,Y,6.60,Y,6.90,Y,9.72,Y,M,1.63,Y,5.70,N,,,,Y,Large pale testes,,
6,2025-01-08,Mayer Lake,1982,HGZM0121,,ZM,L,62.11,14.40,8.49,8.49,2.84,2.84,Y,3.85,2345678,234567,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,7,6,13,11.27,3.53,Y,6.75,Y,7.67,Y,10.65,Y,F,1.81,Y,4.81,N,,,2,Y,,,
6,2025-01-08,Mayer Lake,1982,HGZM0127,,ZM,L,66.92,14.47,8.25,8.25,2.94,2.94,Y,4.08,345678,345678,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6,6,12,10.90,3.87,Y,7.63,Y,8.73,Y,11.69,Y,F,2.21,Y,5.19,N,,,1,Y,,,
6,2025-01-08,Mayer Lake,1982,HGZM0144,57808,ZM,L,59.06,14.21,8.40,8.40,3.08,3.08,Y,3.84,34567,2345678,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,5,7,12,9.97,3.27,Y,6.75,Y,6.46,Y,10.36,Y,M,2.26,Y,5.23,Y,round,,,Y,,,
6,2025-01-08,Mayer Lake,1982,HGZM0126,,ZM,L,61.83,14.23,8.45,8.45,2.53,2.53,Y,3.63,345678,345678,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6,6,12,10.99,4.28,Y,8.73,Y,9.70,Y,12.09,Y,F,2.90,Y,4.99,N,,,3,N,No missing lateral plate,,
6,2025-01-08,Mayer Lake,1982,HGZM0146,57800,ZM,L,63.04,15.08,9.51,9.51,3.05,3.05,Y,3.77,234567,234567,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,6,12,11.32,4.83,Y,7.45,Y,8.60,Y,10.43,Y,F,2.70,Y,5.03,N,,,1,Y,,,
6,2025-01-08,Mayer Lake,1982,HGZM0128,,ZM,L,63.35,15.85,9.71,9.71,3.18,3.18,Y,3.81,34567,34567,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,5,10,11.69,4.81,Y,8.78,Y,9.23,Y,11.88,Y,F,2.11,Y,5.31,N,,,3,N,"No missing lateral plate, Left PS truncated, RPS measured",,
6,2025-01-08,Mayer Lake,1982,HGZM0133,,ZM,L,67.26,15.64,10.17,10.17,3.15,3.15,Y,4.01,345678,2345678,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,7,13,11.55,4.22,Y,8.64,Y,9.14,Y,11.78,Y,F,1.88,Y,5.69,N,,,1,Y,No missing lateral plate,,
6,2025-01-08,Mayer Lake,1982,HGZM0131,,ZM,L,61.63,14.09,9.53,9.53,2.98,2.98,Y,3.74,345678,2345678,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,7,13,11.15,4.32,Y,8.12,Y,9.82,Y,11.20,Y,F,1.66,Y,4.68,Y,round,,2,N,No missing lateral plate,,
6,2025-01-08,Mayer Lake,1982,HGZM0125,,ZM,L,67.05,16.19,10.28,10.28,3.25,3.25,Y,3.91,234567,234567,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,6,12,11.96,4.91,Y,5.08,Y,9.28,Y,12.37,Y,F,3.01,Y,5.53,N,,,1,N,No missing lateral plate,,
6,2025-01-08,Mayer Lake,1982,HGZM0132,,ZM,L,70.91,16.50,10.91,10.91,3.05,3.05,Y,4.93,2345678,2345678,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,11.39,4.35,Y,8.31,Y,8.43,Y,12.51,Y,M,1.88,Y,5.95,N,,,,N,,,
6,2025-01-08,Mayer Lake,1982,HGZM01ZM,,ZM,L,71.22,15.91,9.21,9.21,3.33,3.33,Y,4.16,45678,4567,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,4,9,11.79,5.31,Y,7.56,Y,7.14,Y,11.01,Y,F,1.85,Y,6.26,N,,,1,N,No missing lateral plate,,
6,2025-01-08,Mayer Lake,1982,HGZM0138,57805,ZM,L,60.32,14.02,9.27,9.27,3.58,3.58,Y,4.52,234567,2345678,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,7,13,9.75,4.15,Y,7.21,Y,7.39,Y,10.44,Y,M,1.48,Y,5.48,N,,,,Y,Testes pale,,
6,2025-01-10,Mayer Lake,1982,HGZM0140,57798,ZM,L,64.69,14.33,8.86,8.86,2.48,2.48,Y,4.04,34567,345678,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,6,11,10.05,3.47,Y,7.67,Y,8.64,Y,11.09,Y,F,2.63,Y,5.65,N,,,1,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0142,57802,ZM,L,59.54,13.60,8.31,8.31,2.62,2.62,Y,3.73,2345678,2345678,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,9.55,4.20,Y,6.79,Y,7.67,Y,9.64,Y,F,1.89,Y,5.40,N,,,2,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0134,57807,ZM,L,58.86,14.15,8.50,8.50,2.62,2.62,Y,4.46,2345678,1234567,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,7,7,14,10.05,3.51,Y,7.65,Y,8.75,Y,11.69,Y,M,2.42,Y,5.43,N,,,,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0136,57811,ZM,L,58.37,13.50,7.83,7.83,2.14,2.14,Y,3.97,345678,45678,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,6,5,11,8.76,3.36,Y,6.87,Y,6.91,Y,9.79,Y,M,1.97,Y,5.68,N,,,,Y,Testes pale,,
6,2025-01-10,Mayer Lake,1982,HGZM0137,57810,ZM,L,55.19,12.22,8.41,8.41,2.53,2.53,Y,3.72,3456789,345678,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,7,6,13,8.67,3.27,Y,5.25,Y,6.43,Y,8.30,Y,M,0.87,Y,4.89,N,,,,Y,Testes pale,,
6,2025-01-10,Mayer Lake,1982,HGZM0143,57803,ZM,L,58.90,12.76,8.58,8.58,2.45,2.45,Y,3.55,2345678,2345678,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,9.94,3.33,Y,7.19,Y,8.07,Y,10.07,Y,F,2.33,Y,5.07,N,,,1,Y,"LPS truncated, RPS measured",,
6,2025-01-10,Mayer Lake,1982,HGZM0148,57799,ZM,L,57.22,12.71,7.89,7.89,2.39,2.39,Y,3.42,345678,2345678,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,7,13,9.98,3.22,Y,6.40,Y,7.06,Y,9.87,Y,F,1.91,Y,4.98,N,,,1,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0135,57806,ZM,L,60.00,13.64,8.90,8.90,3.23,3.23,Y,4.16,34567,345678,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,6,11,10.24,3.43,Y,6.66,Y,6.95,Y,10.05,Y,M,1.70,Y,5.38,N,,,,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0139,57797,ZM,L,63.99,13.98,8.28,8.28,2.72,2.72,Y,3.70,345678,34567,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,6,5,11,10.66,3.46,Y,8.12,Y,9.29,Y,13.08,Y,F,2.44,Y,5.66,N,,,1,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0147,57807,ZM,L,60.73,13.64,8.47,8.47,2.40,2.40,Y,3.67,34567,234567,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,6,11,10.30,3.86,Y,7.42,Y,8.43,Y,11.35,Y,F,2.85,Y,4.91,N,,,1,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0130,,ZM,L,68.34,15.21,8.46,8.46,3.11,3.11,Y,4.88,2345678,12345678,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,7,8,15,11.46,3.46,Y,8.31,Y,8.41,Y,11.68,Y,M,1.66,Y,5.43,N,,,,N,Testes pale,,
6,2025-01-10,Mayer Lake,1982,HGZM0141,57804,ZM,L,54.21,12.31,7.45,7.45,2.01,2.01,Y,3.28,34567,34567,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,5,10,9.37,3.30,Y,6.31,Y,6.82,Y,9.94,Y,F,2.47,Y,4.90,N,,,1,Y,,,
6,2025-01-10,Mayer Lake,1982,HGZM0123,,ZM,L,64.47,15.96,9.42,9.42,3.06,3.06,Y,3.77,345678,2345678,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,7,13,12.39,4.80,Y,9.53,Y,9.89,Y,13.15,Y,F,2.72,Y,5.47,N,,,2,N,,,
6,2025-01-10,Mayer Lake,1982,HGZM0149,93681,ZM,L,70.82,15.81,10.06,10.06,3.74,3.74,Y,4.88,34567,234567,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,6,11,12.53,3.89,Y,8.71,Y,10.16,Y,12.39,Y,M,2.57,Y,5.62,N,,,,Y,"Testes pale, not missing lateral plate",,Jar 2
6,2025-01-10,Mayer Lake,1982,HGZM0150,93682,ZM,L,80.29,17.51,10.01,10.01,3.79,3.79,Y,5.45,2345678,2345678,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,12.62,4.86,Y,9.01,Y,10.85,Y,14.46,Y,M,2.59,Y,6.44,N,,,,Y,"Testes pale,  LPS gone RPS measured, not missing lateral plate",,Jar 2
7,2025-01-13,Boulton Lake,1979,HGZM0168,,ZM,L,43.32,8.44,1.27,NA,1.92,NA,N,2.75,567,456,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,3,6,NA,NA,N,1.87,Y,NA,N,NA,N,F,0.98,Y,4.25,N,,,,Y,,"APs small and rounded/triangular (basal), all opened before, most have guts removed, none have old IDs",
7,2025-01-13,Boulton Lake,1979,HGZM0176,,ZM,L,47.40,10.11,2.85,NA,2.06,NA,N,3.74,567,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4,4.02,1.64,Y,3.31,Y,NA,N,2.97,Y,?,0.80,Y,4.31,N,,,,Y,"LPS small, RPS measured",,
7,2025-01-13,Boulton Lake,1979,HGZM0166,,ZM,L,40.54,7.94,1.45,NA,2.34,NA,N,2.32,567,67,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,5,NA,NA,N,2.47,Y,2.76,Y,NA,N,F,1.00,Y,3.70,N,,,,Y,,,
7,2025-01-13,Boulton Lake,1979,HGZM0177,,ZM,L,45.52,9.17,1.23,NA,2.31,NA,N,3.33,4567,456,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,7,NA,NA,N,2.40,Y,NA,N,NA,N,M,1.04,Y,4.31,N,,,,Y,,,
7,2025-01-13,Boulton Lake,1979,HGZM0178,,ZM,L,47.70,10.26,1.11,NA,2.47,NA,N,4.17,4567,56,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,6,NA,NA,N,3.91,Y,NA,N,NA,N,M,0.97,Y,4.56,N,,,,Y,,,
7,2025-01-13,Boulton Lake,1979,HGZM0171,,ZM,L,47.12,10.03,1.61,NA,2.60,NA,N,3.34,67,4567,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,4,6,NA,NA,N,3.20,Y,3.23,Y,NA,N,F,1.03,Y,4.76,N,,,,Y,,,
7,2025-01-13,Boulton Lake,1979,HGZM0170,,ZM,L,43.48,8.69,1.60,NA,1.96,NA,N,2.94,7,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3,NA,NA,N,2.96,Y,3.41,Y,NA,N,F,1.17,Y,4.34,N,,,,Y,,,
7,2025-01-13,Boulton Lake,1979,HGZM0154,,ZM,L,46.19,9.55,1.19,NA,1.89,NA,N,4.01,4567,67,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,6,NA,NA,N,2.93,Y,NA,N,NA,N,M,0.96,Y,4.73,N,,,,Y,,,
7,2025-01-13,Boulton Lake,1979,HGZM0173,,ZM,L,45.78,9.63,1.75,NA,2.77,NA,N,3.20,567,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,NA,NA,N,2.57,Y,NA,N,NA,N,F,1.43,Y,4.72,N,,,,Y,,,
7,2025-01-13,Boulton Lake,1979,HGZM0161,,ZM,L,44.00,8.76,1.31,NA,2.33,NA,N,2.79,56,456,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,3,5,NA,NA,N,3.14,Y,NA,N,NA,N,F,1.34,Y,4.30,N,,,,Y,"Spine kind of between D1 and D2 locations, gut not removed",,
7,2025-01-14,Boulton Lake,1979,HGZM0179,,ZM,L,48.84,10.03,2.67,NA,2.35,NA,N,3.96,6,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,4.30,1.24,Y,3.23,Y,3.03,Y,3.22,Y,M,1.57,Y,4.94,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0157,,ZM,L,55.74,11.50,3.54,NA,1.34,NA,N,4.51,4567,4567,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,8,NA,NA,N,3.71,Y,NA,N,NA,N,M,1.11,Y,5.05,N,,,,Y,Testes large,,
7,2025-01-14,Boulton Lake,1979,HGZM0174,,ZM,L,44.23,9.96,1.50,NA,1.75,NA,N,3.43,6,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,NA,NA,N,3.09,Y,2.29,Y,NA,N,M,0.99,Y,4.56,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0159,,ZM,L,41.97,8.46,1.53,NA,2.40,NA,N,3.04,456,456,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,3,6,NA,NA,N,2.91,Y,NA,N,NA,N,F,0.82,Y,4.02,N,,,,Y,Gut not removed,,
7,2025-01-14,Boulton Lake,1979,HGZM0156,,ZM,L,52.23,10.17,1.71,NA,2.16,NA,N,4.05,567,4567,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,4,7,NA,NA,N,2.97,Y,2.85,Y, NA,N,M,1.09,Y,4.71,N,,,,Y,Testes large,,
7,2025-01-14,Boulton Lake,1979,HGZM0175,,ZM,L,37.91,7.62,1.32,NA,1.67,NA,N,2.31,67,457,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,3,5,NA,NA,N,3.08,Y,NA,N,NA,N,F,0.72,Y,3.85,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0172,,ZM,L,47.56,9.83,1.75,NA,2.22,NA,N,4.24,4567,456,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,7,NA,NA,N,2.25,Y,NA,N,NA,N,M,0.95,Y,4.94,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0160,,ZM,L,47.36,9.17,1.10,NA,2.35,NA,N,3.40,567,567,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,NA,NA,N,2.86,Y,NA,N,NA,N,M,1.44,Y,4.59,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0180,,ZM,L,47.91,9.86,1.51,NA,2.69,NA,N,3.67,4567,4567,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,8,NA,NA,N,3.68,Y,NA,N,NA,N,M,1.45,Y,4.93,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0169,,ZM,L,44.46,9.16,2.57,NA,1.48,NA,N,3.00,567,567,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,3.41,1.34,Y,3.10,Y,NA,N,2.32,Y,M,0.83,Y,4.61,N,,,,Y,No RPS,,
7,2025-01-14,Boulton Lake,1979,HGZM0151,,ZM,L,47.24,10.93,1.21,NA,2.23,NA,N,3.96,4567,456,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,7,NA,NA,N,3.44,Y,NA,N,NA,N,M,1.00,Y,4.69,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0153,,ZM,L,45.91,9.20,1.57,NA,2.05,NA,N,3.56,67,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,NA,NA,N,3.19,Y,NA,N,NA,N,?,1.04,Y,4.80,N,,,,Y,Gonads removed,,
7,2025-01-14,Boulton Lake,1979,HGZM0167,,ZM,L,48.01,10.33,3.07,NA,2.33,NA,N,3.43,567,4567,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,4,7,5.02,1.46,Y,3.99,Y,3.24,Y,3.33,Y,F,1.08,Y,4.59,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0164,,ZM,L,40.11,7.98,1.53,NA,2.43,NA,N,2.77,567,456,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,3,6,NA,NA,N,2.41,Y,2.79,Y,NA,N,F,0.64,Y,3.87,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0162,,ZM,L,45.10,8.90,2.40,NA,3.15,NA,N,3.01,4567,456,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,7,NA,NA,N,3.43,Y,NA,N,NA,N,F,1.15,Y,4.08,N,,,,Y,Gut not removed,,
7,2025-01-14,Boulton Lake,1979,HGZM0158,,ZM,L,44.33,8.71,1.57,NA,2.15,NA,N,2.82,567,567,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,NA,NA,N,3.20,Y,2.46,Y,NA,N,F,1.00,Y,4.26,N,,,,Y,Gut not removed,,
7,2025-01-14,Boulton Lake,1979,HGZM0165,,ZM,L,46.01,9.36,2.42,NA,1.87,NA,N,3.46,4567,567,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,3,7,3.59,1.53,Y,2.79,Y,2.63,Y,2.18,Y,?,1.01,Y,4.40,N,,,,Y,"No RPS, gonads removed",,
7,2025-01-14,Boulton Lake,1979,HGZM0155,,ZM,L,50.29,10.66,1.15,NA,1.63,NA,N,4.24,567,567,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,NA,NA,N,2.78,Y,NA,N,NA,N,M,0.83,Y,5.04,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0163,,ZM,L,42.82,8.83,1.38,NA,2.23,NA,N,2.93,4567,4567,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,8,NA,NA,N,3.27,Y,NA,N,NA,N,F,0.62,Y,4.54,N,,,,Y,,,
7,2025-01-14,Boulton Lake,1979,HGZM0152,,ZM,L,47.89,9.24,2.40,NA,2.16,NA,N,3.19,567,4567,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,4,7,3.82,1.19,Y,3.08,Y,2.81,Y,3.99,Y,F,1.04,Y,4.57,N,,,,Y,,,
7,2025-01-16,Mayer Lake,1975,HGZM0189,,ZM,L,71.63,15.36,9.25,9.25,2.98,2.98,Y,4.36,34567,345678,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,6,11,12.52,3.74,Y,10.19,Y,10.43,Y,13.83,Y,F,2.70,Y,5.97,N,,,,N,,"Very poor quality samples, APs generally cut through, gonads not very distinct, HGZM0197 excluded due to exceedingly poor quality, although was photographed",Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0187,,ZM,L,69.75,14.07,9.79,9.79,2.25,2.25,Y,3.66,3456789,2345678,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,12.07,3.63,Y,9.74,Y,9.49,Y,11.12,Y,F,3.25,Y,6.13,N,,,,N,,,Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0186,,ZM,L,66.84,14.40,9.30,9.30,2.53,2.53,Y,3.88,1345678,2345678,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,9.99,3.85,Y,9.94,Y,9.23,Y,13.54,Y,M,2.43,Y,5.53,N,,,,N,,,Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0188,,ZM,L,54.25,12.55,7.34,7.34,2.48,2.48,Y,3.99,1345678,34567,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,7,5,12,10.77,3.17,Y,6.95,Y,8.85,Y,12.10,Y,M,2.59,Y,5.35,N,,,,N,"Tail a bit truncated, D1 broken",,Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0185,,ZM,L,66.03,14.83,9.12,9.12,3.08,3.08,Y,4.40,34567,2345678,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,5,7,12,11.39,4.03,Y,NA,NA,7.38,Y,14.15,Y,M,1.62,Y,5.63,N,,,,N,D1 gone (unclear if broken or never present),,Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0183,,ZM,L,72.87,13.99,8.62,8.62,2.94,2.94,Y,4.02,1345678,345678,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,7,6,13,13.41,3.53,Y,9.19,Y,9.47,Y,14.53,Y,F,2.33,Y,5.06,N,,,,N,,,Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0181,,ZM,L,72.27,14.70,9.60,9.60,3.33,3.33,Y,3.97,1345678,2345678,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,12.75,4.17,Y,7.01,Y,NA,NA,13.69,Y,M,2.12,Y,5.48,N,,,,N,"LPS gone, D1 broken, D2 gone",,Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0182,,ZM,L,73.70,14.23,9.27,9.27,3.47,3.47,Y,4.25,1345678,1345678,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,7,7,14,11.34,4.09,Y,8.63,Y,NA,NA,12.67,Y,M,2.37,Y,6.03,N,,,,N,D2 gone,,Jar 1
7,2025-01-16,Mayer Lake,1975,HGZM0184,,ZM,L,77.07,16.89,10.08,10.08,2.98,2.98,Y,4.51,2345678,2345678,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,12.59,4.42,Y,10.27,Y,10.14,Y,13.40,Y,M,2.70,Y,6.48,Y,schisto,,,N,Extra desiccated,,Jar 1
7,2025-01-17,Mayer Lake,1975,HGZM0198,,ZM,L,66.57,13.73,8.83,8.83,2.84,2.84,Y,3.87,234567,134567,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,6,6,12,10.89,3.57,Y,3.72,Y,8.28,Y,13.14,Y,M,1.92,Y,5.55,N,,,,N,"D1 likely truncated, LPS likely truncated so RPS measured",,Jar 2
7,2025-01-17,Mayer Lake,1975,HGZM0199,,ZM,L,67.46,15.51,10.57,10.57,3.07,3.07,Y,3.71,34567,234567,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,6,11,12.72,3.86,Y,11.06,Y,10.50,Y,16.02,Y,M,3.09,Y,6.20,N,,,,Y,Plates uncertain,,Jar 2
7,2025-01-17,Mayer Lake,1975,HGZM0200,,ZM,L,64.45,13.73,9.13,9.13,2.88,2.88,Y,3.65,2345678,2345678,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,7,14,10.25,3.39,Y,4.12,Y,8.59,Y,12.17,Y,M,2.77,Y,5.01,N,,,,N,"D1 truncated, small testes",,Jar 2
